EX Wavelength/EM Wavelength,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,Series,Sample_Date
280.0,-29.522,-15.995,-18.38,-14.089,-9.461,-12.4,-10.983,-11.024,-9.645,-7.563,-2.26,-2.089,19.204,754.339,4332.81,6469.964,3113.247,418.595,13.887,2.076,2.567,1.664,3.057,8.372,2.013,4.444,4.307,10.643,19.275,33.628,32.85,19.336,9.868,6.866,6.701,8.463,6.736,7.347,9.41,7.753,6.733,8.766,10.395,9.19,12.427,10.37,10.237,12.813,13.549,11.305,10.427,15.151,12.608,15.425,16.599,15.964,16.777,18.616,18.305,21.395,18.91,23.219,23.159,19.16,22.827,24.17,24.123,21.656,26.076,23.138,23.561,28.679,26.202,26.513,26.078,29.204,32.247,29.83,29.708,27.768,30.915,27.073,29.609,30.837,30.726,31.697,39.129,32.053,32.847,33.306,32.64,35.914,34.841,29.16,30.338,35.878,31.36,35.645,32.486,33.842,35.286,35.276,32.025,33.268,36.228,34.084,30.357,30.556,34.535,32.52,33.823,29.871,24.416,29.363,32.153,29.2,28.17,33.002,28.481,23.539,24.734,22.186,27.295,23.857,23.065,24.471,19.169,18.498,18.783,18.122,18.852,18.796,16.803,18.496,15.711,15.965,14.157,13.975,15.919,11.481,13.356,12.995,11.216,13.569,10.863,10.684,9.182,9.612,6.504,8.019,11.409,37.148,190.571,598.079,1225.769,1600.421,1302.738,615.481,176.544,28.013,10.097,2.942,4.318,4.606,4.037,1.338,1.633,0.134,3.184,0.018,1.218,2.71,-0.65,3.592,-0.05,-2.332,AP02,2025-05-27
285.0,-20.588,-15.538,-16.696,-11.878,-7.805,-10.938,-6.783,-5.913,-8.614,-7.983,-4.551,-4.119,-4.341,-3.005,1.914,134.535,1904.752,6115.229,5765.054,1531.276,119.106,6.071,3.0,3.868,7.379,0.98,3.669,1.241,8.909,9.682,12.059,20.808,31.831,36.645,24.655,12.061,9.663,10.634,8.651,11.918,8.024,10.278,10.815,11.59,8.867,8.139,13.709,15.67,10.893,14.543,14.461,13.768,14.839,15.591,16.723,15.585,18.653,20.269,17.939,20.825,23.08,19.34,22.051,22.959,24.448,27.388,27.169,23.933,27.046,26.141,27.755,27.916,26.707,26.967,30.443,26.552,22.898,26.893,30.375,29.32,29.423,32.035,29.04,32.48,29.001,34.423,33.304,33.466,33.083,30.37,29.844,30.94,28.71,35.089,32.637,38.176,33.833,35.448,31.574,30.763,31.97,32.888,32.491,32.042,30.773,29.395,35.008,35.626,28.949,28.869,32.278,30.304,29.16,25.788,25.99,24.973,27.743,28.022,24.58,27.07,26.535,24.368,22.426,26.054,20.172,21.286,20.651,19.465,22.744,20.47,17.657,16.112,15.477,17.335,13.071,18.266,15.084,13.456,15.323,12.564,12.52,9.693,11.058,8.965,10.799,10.346,7.705,11.038,11.065,6.88,9.189,8.518,6.649,6.739,4.559,9.639,27.892,145.794,529.585,1188.089,1677.429,1477.106,802.571,259.56,39.031,11.21,4.318,3.038,3.137,3.604,1.803,5.033,-0.453,1.732,-0.59,-2.117,AP02,2025-05-27
290.0,-23.559,-17.599,-12.483,-12.465,-12.027,-6.942,-6.561,-6.752,-6.362,-2.969,-4.615,-5.8,-4.173,-2.505,-2.015,0.52,0.501,31.053,760.858,4636.601,7099.15,3408.126,405.278,17.421,8.188,1.712,5.73,4.181,6.71,7.307,6.427,8.707,6.9,10.856,20.959,29.771,39.073,26.935,13.178,9.11,12.447,12.447,10.54,11.902,12.42,12.633,11.14,15.551,13.28,17.2,16.02,18.818,15.798,22.732,20.149,17.51,20.223,18.468,21.426,20.076,19.15,21.413,23.81,22.552,25.608,27.267,28.396,28.848,25.052,27.94,27.898,32.334,30.943,28.762,33.021,31.926,28.941,37.176,31.659,28.625,36.052,31.516,31.298,34.359,32.127,34.121,34.734,32.825,37.0,37.397,32.781,34.038,35.64,35.101,36.86,33.831,32.26,30.348,34.196,30.532,30.096,26.119,30.705,32.385,27.082,34.098,30.334,32.635,32.927,28.69,26.253,28.773,28.305,29.913,26.926,23.942,23.844,22.011,26.914,23.711,23.922,21.308,21.659,21.425,22.966,18.571,21.167,17.052,18.818,19.263,18.651,14.804,15.73,17.314,15.554,14.115,11.225,13.39,14.129,14.063,11.774,10.363,14.419,13.151,10.151,9.304,9.913,11.171,9.453,7.897,8.411,7.082,6.542,6.853,6.252,6.609,5.92,4.839,3.227,6.384,9.138,32.818,172.459,586.729,1336.137,1751.329,1578.101,761.893,203.272,32.47,4.56,3.564,2.792,2.692,0.606,0.446,AP02,2025-05-27
295.0,-20.262,-17.724,-14.119,-10.208,-9.974,-9.456,-7.404,-7.459,-6.07,-6.781,-4.458,-4.277,-4.195,-3.972,-3.053,-2.119,-0.598,-1.611,0.042,3.167,229.446,2408.941,7071.269,5719.551,1553.63,102.812,8.046,3.275,4.175,4.075,5.2,3.659,4.547,3.989,4.707,5.713,10.161,17.923,25.261,31.317,21.319,12.69,11.276,10.456,12.913,13.235,13.657,14.018,14.211,14.476,14.878,15.611,15.519,19.237,18.611,16.14,18.7,23.223,22.142,22.488,24.458,23.648,28.21,27.551,28.696,24.713,27.571,28.71,26.396,29.073,28.951,28.846,28.525,28.586,29.295,28.741,33.094,31.471,33.666,31.669,34.496,32.677,35.519,35.326,36.58,32.932,33.098,36.323,33.817,31.465,36.411,31.306,33.581,32.253,34.216,32.68,33.781,33.272,31.162,29.374,33.135,30.864,31.04,33.268,30.514,31.688,25.465,29.751,27.179,26.096,25.317,25.025,28.797,25.388,23.562,27.7,22.105,23.658,24.583,20.729,20.159,22.054,21.98,22.111,16.343,21.596,20.43,16.355,18.472,18.67,18.529,15.236,17.905,14.991,17.086,16.96,13.173,11.14,11.27,11.331,11.437,11.692,7.468,12.746,8.841,6.562,10.437,9.373,8.226,8.251,9.277,7.497,8.447,7.859,6.505,5.64,5.775,4.505,5.694,5.553,4.459,4.983,2.294,4.088,4.455,5.953,31.061,196.661,672.725,1409.644,1860.514,1441.688,730.415,195.481,22.979,3.144,AP02,2025-05-27
300.0,-15.265,-15.796,-12.402,-9.877,-7.87,-8.714,-10.712,-7.436,-7.752,-4.743,-3.626,-3.33,-4.657,-3.054,-1.865,-3.224,-2.368,-1.758,0.206,0.179,1.572,2.226,33.946,743.216,4310.489,7686.524,3972.981,588.715,21.008,5.426,3.833,4.715,4.233,5.106,4.022,3.219,5.039,4.406,6.193,9.129,16.46,22.692,33.108,27.444,15.477,12.191,10.848,11.107,11.792,13.593,14.536,15.19,16.137,16.598,17.386,18.09,19.295,23.267,22.639,24.851,25.151,24.251,22.876,26.284,29.379,27.485,28.666,25.69,26.867,32.74,31.853,32.688,29.847,37.22,30.279,31.711,33.521,34.186,34.665,35.959,32.648,32.279,35.398,38.451,36.908,33.141,33.617,35.204,32.239,33.104,35.491,32.42,30.567,33.5,29.835,32.589,36.165,31.731,31.296,28.179,32.363,32.739,31.363,31.823,32.661,33.272,25.909,28.616,27.575,26.766,26.398,25.902,26.664,27.974,25.188,24.589,21.29,23.878,23.442,20.84,19.372,21.55,20.948,17.93,18.678,17.892,17.451,17.783,18.764,16.071,18.392,15.709,14.88,14.577,12.334,12.757,13.45,14.754,11.847,11.603,11.54,12.08,12.959,8.708,9.485,8.701,9.584,8.165,8.05,5.474,6.891,7.03,7.768,5.458,2.721,4.963,4.419,5.027,5.005,3.341,3.827,3.588,3.258,2.948,1.514,1.715,4.227,1.051,4.462,2.552,8.343,34.669,167.438,589.63,1344.967,1848.797,AP02,2025-05-27
305.0,-16.818,-12.573,-11.088,-8.591,-7.988,-5.917,-6.843,-4.858,-6.137,-4.858,-2.596,-3.203,-4.942,-2.773,-3.88,-3.279,-2.795,-1.06,-1.05,-0.679,0.607,0.436,-0.009,1.928,3.746,215.02,2343.899,6784.534,6103.379,1731.401,95.699,5.84,4.611,7.026,4.75,6.115,3.574,4.268,7.698,6.447,8.059,7.857,9.03,14.702,24.637,28.562,22.81,16.176,11.804,12.974,13.823,13.194,14.461,17.085,17.859,17.315,18.855,20.872,22.608,21.751,26.612,24.187,26.434,26.556,26.313,27.679,31.683,29.784,28.601,27.233,33.492,29.545,34.568,31.703,32.143,30.522,35.465,35.408,36.297,31.471,34.805,36.508,36.018,35.567,33.334,33.699,32.882,32.615,34.388,34.814,38.517,36.008,34.486,33.681,29.644,33.758,33.999,32.798,31.106,33.097,32.371,30.616,27.894,31.231,29.43,27.853,29.556,29.037,27.289,27.963,27.271,26.849,24.302,22.999,23.401,24.037,23.478,21.027,22.27,21.591,20.091,15.955,18.983,19.162,17.617,18.702,15.828,17.014,16.607,16.879,14.73,15.274,14.175,15.375,15.183,15.793,12.68,11.053,11.239,11.281,12.603,12.51,10.155,10.018,6.731,8.222,8.297,5.347,8.873,5.46,8.133,7.576,5.059,6.859,3.331,3.343,5.412,3.765,4.261,2.223,6.705,1.71,2.548,3.55,3.496,3.962,2.676,3.009,2.797,2.177,0.472,2.414,3.076,1.263,2.796,6.722,AP02,2025-05-27
310.0,-11.314,-8.854,-8.177,-8.044,-5.864,-5.505,-6.877,-5.19,-4.969,-5.441,-5.233,-4.964,-2.194,-3.333,-2.684,-2.569,-2.002,-1.535,-1.657,-0.758,-1.303,-0.398,-1.044,0.342,1.331,2.188,1.863,22.229,783.998,4208.157,5951.446,3684.081,550.375,14.007,6.843,4.735,6.072,6.318,3.657,4.724,6.63,8.181,5.785,7.399,8.449,9.499,15.227,19.733,25.111,22.438,18.309,17.601,13.748,16.148,17.814,18.696,17.298,17.769,19.661,23.164,22.938,23.663,23.58,27.518,26.34,29.978,28.642,30.163,31.801,31.147,29.09,30.051,36.236,34.794,32.804,34.892,35.171,35.132,33.428,36.127,36.376,33.86,36.793,36.948,38.398,38.978,36.886,35.999,33.398,34.896,36.916,34.219,35.937,32.167,36.685,33.345,32.158,30.067,32.388,29.964,33.349,31.703,31.967,30.617,31.103,29.993,26.331,28.483,30.336,25.85,26.427,24.7,24.449,29.106,23.702,24.064,22.806,22.045,23.842,19.458,19.818,19.948,19.061,17.787,20.387,17.085,19.249,15.404,16.567,15.083,14.183,12.763,14.285,15.793,11.415,13.194,13.631,9.569,11.418,11.193,11.57,11.412,8.39,9.288,7.302,8.24,7.217,6.696,7.178,6.669,5.635,6.005,5.172,5.172,4.473,4.234,4.778,5.523,4.036,3.449,2.603,4.844,2.728,3.269,1.681,3.751,2.42,1.8,2.974,1.995,0.51,0.381,0.315,1.142,0.888,0.199,AP02,2025-05-27
315.0,-10.33,-11.005,-8.262,-5.702,-5.344,-5.182,-3.232,-4.288,-5.081,-4.502,-4.436,-3.886,-2.72,-3.258,-2.65,-2.375,-2.866,-2.598,-2.616,-0.357,1.194,-1.002,-0.401,-0.753,-0.287,1.122,1.312,3.534,3.44,5.827,107.036,1730.194,4847.369,4878.701,1859.859,161.02,7.572,5.065,4.822,4.853,5.253,4.9,5.481,5.905,6.431,7.616,7.773,8.986,9.545,13.361,22.016,25.089,24.428,19.16,16.914,17.563,15.887,17.787,19.928,19.313,22.58,23.501,22.675,28.452,25.115,29.7,28.739,29.154,30.889,30.863,30.799,32.574,30.159,33.102,30.667,36.039,33.387,35.073,35.484,33.578,33.705,35.345,36.887,38.616,33.87,34.772,33.861,34.752,34.1,35.968,35.417,33.564,36.181,35.334,33.357,33.856,33.006,33.593,34.041,31.188,29.948,31.179,31.584,30.244,31.191,29.602,29.573,26.726,25.492,25.614,29.434,25.051,24.602,26.287,23.015,22.285,21.737,21.327,21.977,20.384,18.721,19.894,17.711,18.391,16.899,17.659,15.09,15.886,14.147,14.791,13.728,15.396,13.951,12.335,11.964,11.824,11.717,12.548,10.22,11.796,10.169,10.855,8.596,7.296,9.167,8.845,7.1,8.568,8.442,8.056,6.729,4.958,3.733,4.875,5.351,5.323,4.378,3.924,4.03,2.978,2.604,3.802,4.792,3.962,2.573,3.561,1.478,1.264,2.614,3.777,1.653,1.84,1.633,1.061,0.79,0.763,AP02,2025-05-27
320.0,-8.495,-8.631,-7.247,-5.93,-4.65,-4.903,-5.101,-3.835,-2.549,-3.989,-3.473,-3.391,-2.616,-2.796,-2.753,-2.999,-3.36,-2.029,-1.781,-0.9,-0.53,-1.048,-1.426,-1.444,-1.005,-0.048,0.621,-0.276,1.18,1.353,2.096,1.177,22.057,548.571,3756.724,4223.352,3486.082,466.741,19.93,5.559,4.898,5.375,4.916,4.877,4.494,6.456,6.432,6.519,7.215,8.178,9.675,9.362,13.837,19.613,25.353,25.27,24.04,18.808,17.849,20.255,20.611,21.109,19.809,23.701,25.905,24.759,26.056,29.933,30.465,30.602,30.304,30.332,30.397,32.56,33.793,31.049,34.913,34.602,35.191,33.518,33.679,36.254,34.765,37.223,34.913,38.048,34.816,35.273,35.963,34.005,35.779,36.126,33.495,32.439,30.869,33.231,32.15,32.326,32.036,33.842,32.987,31.739,31.036,28.982,29.097,29.941,28.575,28.019,24.882,26.415,24.684,26.41,25.478,23.8,22.471,22.126,23.224,19.921,21.307,21.627,19.769,19.487,17.746,17.954,18.442,17.31,15.097,15.475,15.441,16.622,15.742,12.947,11.411,11.038,13.147,10.515,12.107,11.274,10.331,12.341,10.66,10.777,8.806,9.399,8.049,5.763,6.621,7.793,7.6,5.391,6.446,7.033,5.37,4.333,4.784,5.585,3.859,4.299,3.779,5.29,3.331,5.401,2.826,2.011,2.98,3.299,0.798,3.451,3.792,2.266,0.851,2.205,1.386,0.811,2.184,1.149,AP02,2025-05-27
325.0,-8.74,-6.799,-5.282,-5.733,-4.759,-4.656,-3.571,-4.203,-3.603,-2.21,-3.279,-3.028,-3.011,-2.821,-2.105,-2.235,-2.406,-2.049,-2.103,-1.321,-0.83,-0.689,-0.759,-0.747,-0.103,-0.185,-0.043,-0.17,0.556,-0.042,1.111,1.278,3.516,3.459,3.522,86.922,1545.121,3702.699,3642.143,1803.388,101.951,5.97,4.738,4.93,4.507,4.388,6.26,4.872,5.878,6.616,8.214,8.114,10.113,10.298,11.059,15.266,20.111,25.853,27.366,22.615,20.267,20.924,22.009,22.717,24.387,23.477,26.581,28.168,27.061,27.013,29.635,29.708,28.012,29.834,33.405,32.266,30.397,31.595,31.107,33.695,34.423,35.121,34.473,36.045,34.457,35.633,34.49,34.655,34.613,33.627,34.154,34.221,33.905,32.16,33.395,35.462,31.913,32.482,29.962,32.311,33.011,32.054,30.654,28.438,28.933,29.666,26.949,26.891,26.123,25.557,24.868,23.926,26.124,22.278,22.173,21.455,21.59,23.401,21.802,18.871,20.889,18.271,19.389,17.244,16.162,17.181,16.311,17.805,15.12,14.172,14.337,13.641,14.26,12.13,13.06,13.045,12.492,11.316,9.38,9.244,9.701,9.562,8.404,8.799,8.954,7.165,8.443,7.019,6.609,6.374,6.233,5.911,4.421,6.655,6.552,5.18,4.266,3.158,4.389,3.145,2.676,2.116,2.656,3.623,2.878,3.108,3.359,2.763,2.543,3.29,0.461,1.872,1.541,1.365,2.09,0.797,AP02,2025-05-27
330.0,-6.283,-6.136,-5.255,-3.54,-4.393,-3.162,-2.645,-3.727,-4.056,-3.429,-2.566,-2.344,-2.92,-2.034,-1.628,-1.088,-1.714,-1.497,-1.393,-1.97,-1.198,-1.954,-0.991,-1.252,-0.565,-0.746,0.441,0.491,-0.104,0.575,0.09,0.738,0.734,1.214,1.802,3.173,3.595,17.916,413.437,2952.569,3236.12,3115.75,523.402,17.657,6.024,5.825,5.113,5.811,5.049,6.054,6.291,6.869,7.689,9.989,10.52,11.752,10.615,13.422,15.994,19.139,26.376,27.573,28.2,24.536,23.205,22.17,22.71,23.625,24.888,25.87,25.942,27.413,29.522,29.581,30.068,31.073,29.562,32.517,31.428,31.222,32.168,33.561,33.226,33.016,34.356,33.247,34.017,32.449,33.701,34.098,34.443,31.298,32.775,33.598,31.83,34.525,31.988,33.344,31.173,32.559,30.259,31.082,32.249,28.802,28.389,27.025,29.51,27.398,27.465,25.82,24.473,24.782,24.23,22.333,20.697,22.232,23.648,21.387,20.486,19.081,18.011,19.306,20.011,17.086,18.432,16.078,17.482,16.566,15.51,14.851,14.119,14.383,12.531,13.215,10.065,12.852,10.617,11.785,10.015,11.707,10.257,10.154,7.282,9.505,7.701,8.638,8.264,7.044,6.395,6.494,6.836,5.897,5.821,5.163,5.046,5.702,5.095,4.991,4.137,4.286,5.133,3.06,3.606,3.262,2.989,2.471,2.807,2.788,3.712,2.619,1.504,1.167,1.907,1.722,1.636,0.53,AP02,2025-05-27
335.0,-7.68,-5.629,-4.059,-3.572,-2.836,-3.522,-3.328,-3.557,-2.718,-3.334,-2.145,-1.937,-1.501,-1.546,-2.394,-1.969,-1.747,-1.803,-2.252,-2.046,-1.072,-1.69,-1.182,-1.547,-1.713,-0.988,-0.765,-0.424,0.033,-0.079,0.036,0.301,0.292,-0.251,0.553,1.759,2.078,2.218,2.195,5.056,146.748,1765.592,2910.853,2875.255,1474.945,70.623,5.109,5.132,4.367,5.339,5.151,7.237,7.784,6.95,8.786,9.156,10.744,10.648,13.093,14.034,15.251,16.122,22.463,25.532,28.579,27.492,26.222,22.753,23.955,25.639,25.65,24.566,27.362,27.527,27.867,29.423,29.77,31.112,33.043,30.964,31.582,33.437,35.433,30.48,32.371,30.784,32.754,35.063,32.016,32.567,32.291,31.911,32.474,30.956,30.564,31.822,32.401,32.97,30.461,30.744,30.713,28.798,29.174,27.714,26.739,28.017,25.991,27.796,26.091,25.68,25.993,25.788,25.063,23.653,21.068,24.524,22.463,21.656,19.628,20.548,20.696,18.822,17.178,18.184,15.189,17.582,16.6,15.385,14.165,14.501,13.207,13.743,12.984,12.81,12.449,10.601,11.706,10.28,11.216,8.547,9.251,11.557,9.441,9.617,8.486,8.541,8.175,8.174,6.613,6.056,5.759,6.773,5.253,6.454,6.089,5.709,4.286,4.726,4.582,3.589,4.582,4.063,2.644,3.458,2.258,2.501,3.025,1.33,2.054,3.5,1.917,1.161,0.445,1.027,0.17,0.197,AP02,2025-05-27
340.0,-6.78,-4.119,-5.009,-2.821,-3.049,-4.026,-2.685,-2.772,-2.772,-2.414,-1.407,-2.056,-2.268,-2.356,-2.287,-1.807,-2.175,-1.896,-1.524,-1.371,-1.117,-1.338,-1.253,-1.259,-0.789,-0.724,-0.716,-0.962,-0.952,-0.468,0.002,-0.529,0.513,0.377,0.291,0.812,0.277,1.765,1.439,2.218,2.483,2.893,17.738,507.196,2549.361,2593.201,2547.383,495.876,13.188,4.79,4.93,5.585,7.45,7.302,6.93,8.823,7.753,10.142,10.09,11.689,12.692,13.79,13.58,15.957,17.541,20.085,25.244,27.189,26.638,25.272,23.105,23.057,23.707,25.318,25.937,27.741,26.289,29.353,29.506,31.198,29.48,31.025,30.529,29.832,31.507,31.521,32.533,30.644,31.718,32.028,32.019,32.538,32.105,32.346,30.484,31.901,30.825,30.237,31.979,29.304,28.459,27.521,29.115,28.983,27.697,27.708,26.988,25.941,26.876,25.291,23.951,25.339,23.446,22.05,22.093,23.683,22.58,22.352,21.647,19.619,18.811,19.953,18.719,18.257,16.58,16.007,16.609,16.335,15.376,14.98,12.468,11.894,13.131,12.134,11.298,11.802,11.679,11.317,10.805,9.793,11.111,10.02,8.505,8.927,7.323,6.958,6.6,7.492,7.374,6.112,7.211,5.86,5.788,5.197,5.273,5.04,4.737,4.873,3.101,4.16,3.783,3.594,3.614,3.205,3.223,2.508,2.516,3.058,1.689,2.336,2.173,1.969,2.181,1.682,1.161,1.64,AP02,2025-05-27
345.0,-5.677,-4.963,-3.998,-3.66,-3.055,-2.345,-2.532,-2.862,-2.678,-1.847,-2.203,-2.295,-2.265,-1.806,-0.955,-1.158,-1.496,-1.639,-1.247,-1.514,-1.395,-1.596,-1.381,-1.221,-1.423,-1.298,-1.376,-0.902,-0.157,-0.14,-0.403,-0.306,0.193,-0.414,0.644,-0.031,0.599,0.576,0.398,1.102,1.577,2.241,2.606,2.946,3.86,141.472,1741.998,2368.324,2339.083,1270.137,65.684,7.216,5.986,6.147,6.768,6.47,6.788,8.219,8.535,10.215,11.134,10.805,13.193,11.604,12.657,14.555,15.951,18.255,20.25,21.272,24.988,25.128,26.152,23.045,23.71,22.022,23.683,26.175,28.45,27.687,26.376,29.782,28.758,27.749,28.419,27.111,30.711,30.117,30.727,31.315,29.578,29.074,31.16,30.304,30.589,30.535,27.975,28.979,29.943,31.05,29.454,30.324,29.025,27.01,28.798,27.236,26.31,26.154,25.858,25.587,23.053,24.835,21.828,21.867,21.117,21.226,20.63,19.868,19.357,20.637,19.967,17.681,19.248,15.933,16.082,16.052,15.62,16.151,14.458,15.495,13.16,14.384,13.06,12.079,11.672,11.423,12.176,10.772,10.387,9.019,9.956,8.459,9.821,8.425,7.85,7.439,6.884,6.559,6.871,6.147,5.617,5.577,5.869,5.283,5.093,5.34,3.961,5.199,4.908,4.623,4.563,3.805,3.441,3.615,2.447,1.924,4.022,2.536,3.008,2.251,1.202,1.418,1.411,0.97,1.687,1.091,AP02,2025-05-27
350.0,-4.3,-5.41,-3.5,-3.336,-2.153,-2.319,-2.306,-2.221,-2.608,-2.118,-1.736,-1.539,-1.951,-1.443,-1.881,-1.414,-1.578,-1.123,-1.771,-1.056,-1.409,-1.056,-1.136,-1.049,-1.347,-0.942,-1.23,-0.985,-0.915,-0.898,-0.512,-0.92,-0.654,0.012,-0.383,0.216,-0.104,0.12,0.933,0.056,0.893,1.558,1.243,1.863,2.722,2.553,3.295,25.947,799.819,2156.348,2126.434,1973.614,259.575,9.726,5.537,6.411,6.543,6.418,7.21,7.017,8.061,8.973,9.817,9.146,12.756,12.687,14.395,13.932,15.179,15.539,16.464,18.94,22.838,24.177,26.618,23.977,24.174,20.939,23.416,24.794,25.424,24.791,25.455,28.237,28.274,25.945,28.511,28.64,28.363,27.614,27.613,27.454,29.04,29.964,27.615,28.397,29.412,27.134,27.407,29.178,27.034,27.939,27.774,26.797,27.651,25.878,25.093,25.213,24.116,24.078,23.109,23.471,22.541,22.372,21.286,21.015,20.545,20.307,18.002,19.541,18.539,16.81,19.375,15.802,17.187,15.669,16.172,14.019,12.305,13.078,13.538,12.056,12.769,12.954,12.567,11.005,10.049,11.211,9.955,8.973,10.335,10.022,8.374,8.597,8.007,7.363,7.585,7.865,6.458,6.286,5.805,5.873,4.608,5.574,5.758,4.37,4.265,4.873,5.017,4.045,4.594,3.616,2.884,3.895,4.05,2.879,2.29,3.14,2.596,2.501,1.872,2.029,2.248,1.452,1.076,1.35,AP02,2025-05-27
355.0,-5.393,-4.296,-3.618,-3.562,-2.627,-2.064,-1.402,-2.616,-1.945,-2.275,-1.144,-1.661,-1.939,-1.12,-1.508,-1.207,-1.146,-1.393,-1.13,-0.914,-1.297,-0.678,-1.029,-0.926,-1.044,-0.565,-0.83,-0.543,-0.696,-0.975,-0.474,-0.348,-0.551,-0.558,-0.134,0.103,0.206,0.163,0.168,0.073,0.903,0.69,0.698,1.572,1.591,1.265,2.518,2.074,2.31,6.46,136.1,1721.637,1938.759,1910.466,1177.541,65.219,6.835,6.048,5.255,6.733,7.295,7.018,7.751,8.216,8.411,10.172,9.475,10.872,10.767,12.743,13.072,12.564,14.352,16.249,17.622,22.499,23.067,24.272,24.691,23.813,22.137,23.542,22.983,24.522,24.931,23.931,24.472,25.882,24.531,25.444,25.793,24.737,26.315,26.585,28.006,25.076,25.978,25.144,26.642,27.255,25.725,25.658,24.058,24.543,25.766,24.352,24.49,23.839,23.725,22.591,23.035,22.84,23.626,20.737,20.242,20.546,20.736,19.636,19.142,19.126,17.067,18.001,17.311,15.908,14.969,15.759,14.048,14.54,14.077,13.384,12.27,12.756,12.312,12.594,11.739,11.227,10.182,10.629,10.982,8.489,8.332,8.976,8.384,8.525,8.254,7.877,6.335,6.831,5.44,6.603,6.684,4.69,6.523,5.341,4.279,5.253,4.101,4.262,4.66,3.657,4.102,2.847,3.947,3.024,2.401,2.719,2.224,3.005,1.924,2.368,2.358,0.959,1.68,1.701,1.884,1.142,AP02,2025-05-27
360.0,-2.419,-4.326,-1.899,-2.429,-1.666,-1.717,-1.596,-1.284,-1.6,-1.112,-1.605,-1.312,-0.979,-0.851,-1.088,-1.009,-0.399,-0.646,-0.349,-0.754,-0.408,-0.578,-0.534,-0.561,-0.084,-0.475,-0.279,-0.521,-0.891,-0.482,-0.609,-0.398,-0.238,-0.188,-0.025,0.054,-0.177,0.384,0.346,0.482,0.985,0.482,0.718,1.084,1.016,1.264,2.113,1.67,2.239,2.468,2.162,3.94,33.778,697.625,1796.207,1780.074,1758.929,333.886,12.438,4.851,6.268,6.176,5.726,6.354,6.863,7.021,8.682,8.267,9.898,9.709,10.992,11.424,12.777,12.074,14.675,15.719,15.094,17.287,21.271,20.733,24.557,23.832,23.739,22.855,21.565,20.719,21.803,23.091,21.881,22.258,22.923,23.235,23.317,24.686,22.942,24.15,24.312,25.785,24.397,25.411,24.576,25.079,24.941,24.088,23.587,21.643,23.447,23.65,23.542,21.531,22.181,21.153,21.058,20.34,18.937,19.938,18.879,19.678,18.725,17.267,16.83,16.817,17.042,16.512,14.961,15.718,14.754,13.706,13.91,12.937,12.602,12.594,10.772,11.503,12.017,10.338,11.303,10.594,10.209,9.482,9.716,8.361,8.801,7.716,8.095,7.458,7.303,7.934,6.9,7.389,6.297,5.521,6.045,4.851,5.504,4.0,4.916,4.293,3.956,3.791,3.826,3.44,3.239,3.023,1.678,2.314,2.856,2.058,2.056,2.002,2.436,1.996,2.938,1.474,1.356,1.923,AP02,2025-05-27
365.0,-2.426,-3.122,-2.111,-1.553,-1.269,-1.458,-2.233,-1.57,-1.361,-0.381,-0.727,-0.729,-1.202,-0.617,-0.543,-0.881,-0.84,0.628,-0.52,-0.175,-0.491,-0.761,-0.578,-0.78,-0.829,-0.275,-0.7,-0.638,-0.029,-0.514,-0.29,-0.092,-0.451,-0.145,-0.679,-0.101,-0.487,-0.364,-0.125,-0.07,0.125,0.452,0.924,1.108,0.587,0.615,1.426,0.819,1.531,1.168,2.128,2.059,2.591,3.269,5.493,195.486,1562.18,1661.072,1649.376,1202.702,58.822,5.83,4.376,4.783,5.441,6.185,6.46,7.269,7.814,7.581,7.733,9.494,8.805,10.27,10.523,10.952,11.307,13.503,14.12,14.48,16.447,19.137,20.211,20.712,21.988,21.08,20.813,19.302,18.547,19.36,21.412,20.511,22.895,22.174,21.729,22.965,20.734,22.252,22.485,23.674,23.407,23.062,23.552,22.778,22.208,22.677,22.888,19.752,20.788,21.024,19.836,19.75,20.304,19.365,19.85,16.968,18.792,18.939,18.792,17.147,16.433,15.541,15.189,14.442,15.413,13.2,13.792,13.185,14.407,12.524,12.648,12.921,12.171,10.884,10.448,9.936,10.687,9.133,9.45,10.041,9.056,9.498,8.807,8.261,8.498,7.356,7.071,6.491,6.098,6.24,5.924,7.353,5.601,5.224,5.018,5.129,4.08,4.51,3.531,4.022,2.75,4.557,3.37,3.634,2.182,3.42,3.156,2.428,2.016,2.277,2.859,1.768,1.191,1.456,0.951,0.622,AP02,2025-05-27
